,year,month,day,hour,minute,SP,spot_price
87,2019,1,3,19,30,40.0,70.09
88,2019,1,3,20,0,41.0,79.02
89,2019,1,3,20,30,42.0,62.62
90,2019,1,3,21,0,43.0,60.6
91,2019,1,3,21,30,44.0,58.83
92,2019,1,3,22,0,45.0,58.14
93,2019,1,3,22,30,46.0,56.55
94,2019,1,3,23,0,47.0,61.6
95,2019,1,3,23,30,48.0,60.72
96,2019,1,4,0,0,1.0,57.69
97,2019,1,4,0,30,2.0,54.43
98,2019,1,4,1,0,3.0,53.96
99,2019,1,4,1,30,4.0,53.99
100,2019,1,4,2,0,5.0,49.75
101,2019,1,4,2,30,6.0,49.1
102,2019,1,4,3,0,7.0,48.03
103,2019,1,4,3,30,8.0,47.21
104,2019,1,4,4,0,9.0,48.71
105,2019,1,4,4,30,10.0,48.31
106,2019,1,4,5,0,11.0,49.79
107,2019,1,4,5,30,12.0,49.59
108,2019,1,4,6,0,13.0,55.9
109,2019,1,4,6,30,14.0,49.74
110,2019,1,4,7,0,15.0,49.88
111,2019,1,4,7,30,16.0,51.32
112,2019,1,4,8,0,17.0,49.15
113,2019,1,4,8,30,18.0,49.71
114,2019,1,4,9,0,19.0,52.37
115,2019,1,4,9,30,20.0,59.69
116,2019,1,4,10,0,21.0,61.26
117,2019,1,4,10,30,22.0,61.77
118,2019,1,4,11,0,23.0,61.47
119,2019,1,4,11,30,24.0,57.55
120,2019,1,4,12,0,25.0,56.49
121,2019,1,4,12,30,26.0,60.47
122,2019,1,4,13,0,27.0,64.9
123,2019,1,4,13,30,28.0,62.24
124,2019,1,4,14,0,29.0,61.84
125,2019,1,4,14,30,30.0,59.1
126,2019,1,4,15,0,31.0,56.67
127,2019,1,4,15,30,32.0,58.97
128,2019,1,4,16,0,33.0,62.3
129,2019,1,4,16,30,34.0,67.41
130,2019,1,4,17,0,35.0,68.83
131,2019,1,4,17,30,36.0,65.65
132,2019,1,4,18,0,37.0,63.69
133,2019,1,4,18,30,38.0,66.13
134,2019,1,4,19,0,39.0,68.58
135,2019,1,4,19,30,40.0,63.9
136,2019,1,4,20,0,41.0,54.98
137,2019,1,4,20,30,42.0,49.03
138,2019,1,4,21,0,43.0,58.86
139,2019,1,4,21,30,44.0,55.75
140,2019,1,4,22,0,45.0,58.45
141,2019,1,4,22,30,46.0,59.02
142,2019,1,4,23,0,47.0,50.72
143,2019,1,4,23,30,48.0,51.99
144,2019,1,5,0,0,1.0,59.45
145,2019,1,5,0,30,2.0,64.91
146,2019,1,5,1,0,3.0,59.38
147,2019,1,5,1,30,4.0,54.07
148,2019,1,5,2,0,5.0,54.31
149,2019,1,5,2,30,6.0,54.59
150,2019,1,5,3,0,7.0,63.04
151,2019,1,5,3,30,8.0,73.86
152,2019,1,5,4,0,9.0,68.4
153,2019,1,5,4,30,10.0,56.66
154,2019,1,5,5,0,11.0,54.31
155,2019,1,5,5,30,12.0,48.57
156,2019,1,5,6,0,13.0,52.14
157,2019,1,5,6,30,14.0,50.59
158,2019,1,5,7,0,15.0,48.52
159,2019,1,5,7,30,16.0,48.68
160,2019,1,5,8,0,17.0,51.56
161,2019,1,5,8,30,18.0,54.39
162,2019,1,5,9,0,19.0,55.02
163,2019,1,5,9,30,20.0,55.73
164,2019,1,5,10,0,21.0,63.15
165,2019,1,5,10,30,22.0,75.52
166,2019,1,5,11,0,23.0,80.48
167,2019,1,5,11,30,24.0,78.66
168,2019,1,5,12,0,25.0,88.42
169,2019,1,5,12,30,26.0,82.85
170,2019,1,5,13,0,27.0,87.85
171,2019,1,5,13,30,28.0,77.97
172,2019,1,5,14,0,29.0,72.25
173,2019,1,5,14,30,30.0,55.73
174,2019,1,5,15,0,31.0,58.44
175,2019,1,5,15,30,32.0,69.94
176,2019,1,5,16,0,33.0,82.25
177,2019,1,5,16,30,34.0,88.25
178,2019,1,5,17,0,35.0,90.77
179,2019,1,5,17,30,36.0,89.88
180,2019,1,5,18,0,37.0,87.19
181,2019,1,5,18,30,38.0,78.17
182,2019,1,5,19,0,39.0,69.84
183,2019,1,5,19,30,40.0,61.02
184,2019,1,5,20,0,41.0,62.67
185,2019,1,5,20,30,42.0,59.34
186,2019,1,5,21,0,43.0,64.47
187,2019,1,5,21,30,44.0,60.28
188,2019,1,5,22,0,45.0,58.16
189,2019,1,5,22,30,46.0,59.55
190,2019,1,5,23,0,47.0,58.82
191,2019,1,5,23,30,48.0,63.26
192,2019,1,6,0,0,1.0,72.62
193,2019,1,6,0,30,2.0,75.23
194,2019,1,6,1,0,3.0,79.35
195,2019,1,6,1,30,4.0,74.89
196,2019,1,6,2,0,5.0,97.05
197,2019,1,6,2,30,6.0,85.35
198,2019,1,6,3,0,7.0,81.45
199,2019,1,6,3,30,8.0,67.14
200,2019,1,6,4,0,9.0,59.42
201,2019,1,6,4,30,10.0,53.26
202,2019,1,6,5,0,11.0,57.41
203,2019,1,6,5,30,12.0,56.01
204,2019,1,6,6,0,13.0,55.35
205,2019,1,6,6,30,14.0,56.3
206,2019,1,6,7,0,15.0,53.39
207,2019,1,6,7,30,16.0,50.14
208,2019,1,6,8,0,17.0,49.72
209,2019,1,6,8,30,18.0,53.34
210,2019,1,6,9,0,19.0,61.3
211,2019,1,6,9,30,20.0,70.35
212,2019,1,6,10,0,21.0,76.34
213,2019,1,6,10,30,22.0,74.17
214,2019,1,6,11,0,23.0,82.53
215,2019,1,6,11,30,24.0,80.27
216,2019,1,6,12,0,25.0,77.16
217,2019,1,6,12,30,26.0,75.94
218,2019,1,6,13,0,27.0,78.66
219,2019,1,6,13,30,28.0,64.4
220,2019,1,6,14,0,29.0,57.87
221,2019,1,6,14,30,30.0,57.12
222,2019,1,6,15,0,31.0,53.27
223,2019,1,6,15,30,32.0,59.89
224,2019,1,6,16,0,33.0,77.69
225,2019,1,6,16,30,34.0,105.35
226,2019,1,6,17,0,35.0,118.68
227,2019,1,6,17,30,36.0,113.25
228,2019,1,6,18,0,37.0,93.84
229,2019,1,6,18,30,38.0,73.4
230,2019,1,6,19,0,39.0,69.37
231,2019,1,6,19,30,40.0,66.26
232,2019,1,6,20,0,41.0,66.87
233,2019,1,6,20,30,42.0,60.22
234,2019,1,6,21,0,43.0,56.19
235,2019,1,6,21,30,44.0,58.14
236,2019,1,6,22,0,45.0,52.68
237,2019,1,6,22,30,46.0,54.08
238,2019,1,6,23,0,47.0,55.68
239,2019,1,6,23,30,48.0,66.09
240,2019,1,7,0,0,1.0,49.02
241,2019,1,7,0,30,2.0,49.45
242,2019,1,7,1,0,3.0,50.49
243,2019,1,7,1,30,4.0,49.15
244,2019,1,7,2,0,5.0,49.54
245,2019,1,7,2,30,6.0,48.36
246,2019,1,7,3,0,7.0,47.89
247,2019,1,7,3,30,8.0,43.6
248,2019,1,7,4,0,9.0,51.53
249,2019,1,7,4,30,10.0,45.79
250,2019,1,7,5,0,11.0,55.51
251,2019,1,7,5,30,12.0,48.92
252,2019,1,7,6,0,13.0,56.33
253,2019,1,7,6,30,14.0,56.38
254,2019,1,7,7,0,15.0,47.87
255,2019,1,7,7,30,16.0,49.46
256,2019,1,7,8,0,17.0,47.55
257,2019,1,7,8,30,18.0,46.86
258,2019,1,7,9,0,19.0,46.78
259,2019,1,7,9,30,20.0,47.14
260,2019,1,7,10,0,21.0,47.02
261,2019,1,7,10,30,22.0,47.1
262,2019,1,7,11,0,23.0,46.59
263,2019,1,7,11,30,24.0,46.35
264,2019,1,7,12,0,25.0,49.7
265,2019,1,7,12,30,26.0,52.57
266,2019,1,7,13,0,27.0,61.18
267,2019,1,7,13,30,28.0,59.11
268,2019,1,7,14,0,29.0,55.35
269,2019,1,7,14,30,30.0,55.94
270,2019,1,7,15,0,31.0,51.15
271,2019,1,7,15,30,32.0,53.19
272,2019,1,7,16,0,33.0,47.2
273,2019,1,7,16,30,34.0,60.09
274,2019,1,7,17,0,35.0,60.82
275,2019,1,7,17,30,36.0,56.18
276,2019,1,7,18,0,37.0,51.72
277,2019,1,7,18,30,38.0,51.56
278,2019,1,7,19,0,39.0,59.92
279,2019,1,7,19,30,40.0,60.51
280,2019,1,7,20,0,41.0,56.05
281,2019,1,7,20,30,42.0,52.77
282,2019,1,7,21,0,43.0,59.69
283,2019,1,7,21,30,44.0,53.59
284,2019,1,7,22,0,45.0,49.29
285,2019,1,7,22,30,46.0,52.25
286,2019,1,7,23,0,47.0,55.34
287,2019,1,7,23,30,48.0,51.7
288,2019,1,8,0,0,1.0,45.19
289,2019,1,8,0,30,2.0,44.71
290,2019,1,8,1,0,3.0,52.19
291,2019,1,8,1,30,4.0,41.96
292,2019,1,8,2,0,5.0,44.88
293,2019,1,8,2,30,6.0,43.99
294,2019,1,8,3,0,7.0,47.25
295,2019,1,8,3,30,8.0,46.0
296,2019,1,8,4,0,9.0,45.38
297,2019,1,8,4,30,10.0,43.11
298,2019,1,8,5,0,11.0,44.64
299,2019,1,8,5,30,12.0,45.31
300,2019,1,8,6,0,13.0,58.43
301,2019,1,8,6,30,14.0,43.51
302,2019,1,8,7,0,15.0,47.64
303,2019,1,8,7,30,16.0,65.43
304,2019,1,8,8,0,17.0,68.9
305,2019,1,8,8,30,18.0,64.89
306,2019,1,8,9,0,19.0,71.98
307,2019,1,8,9,30,20.0,72.4
308,2019,1,8,10,0,21.0,64.0
309,2019,1,8,10,30,22.0,59.05
310,2019,1,8,11,0,23.0,56.46
311,2019,1,8,11,30,24.0,53.58
312,2019,1,8,12,0,25.0,52.92
313,2019,1,8,12,30,26.0,49.63
314,2019,1,8,13,0,27.0,46.9
315,2019,1,8,13,30,28.0,49.47
316,2019,1,8,14,0,29.0,49.08
317,2019,1,8,14,30,30.0,48.94
318,2019,1,8,15,0,31.0,49.58
319,2019,1,8,15,30,32.0,58.19
320,2019,1,8,16,0,33.0,61.93
321,2019,1,8,16,30,34.0,82.29
322,2019,1,8,17,0,35.0,93.91
323,2019,1,8,17,30,36.0,90.87
324,2019,1,8,18,0,37.0,84.09
325,2019,1,8,18,30,38.0,74.88
326,2019,1,8,19,0,39.0,79.17
327,2019,1,8,19,30,40.0,76.87
328,2019,1,8,20,0,41.0,71.94
329,2019,1,8,20,30,42.0,62.08
330,2019,1,8,21,0,43.0,68.47
331,2019,1,8,21,30,44.0,61.0
332,2019,1,8,22,0,45.0,57.37
333,2019,1,8,22,30,46.0,55.97
334,2019,1,8,23,0,47.0,40.61
335,2019,1,8,23,30,48.0,41.6
336,2019,1,9,0,0,1.0,48.13
337,2019,1,9,0,30,2.0,51.79
338,2019,1,9,1,0,3.0,50.75
339,2019,1,9,1,30,4.0,47.67
340,2019,1,9,2,0,5.0,48.7
341,2019,1,9,2,30,6.0,49.44
342,2019,1,9,3,0,7.0,49.58
343,2019,1,9,3,30,8.0,49.49
344,2019,1,9,4,0,9.0,49.01
345,2019,1,9,4,30,10.0,49.45
346,2019,1,9,5,0,11.0,49.05
347,2019,1,9,5,30,12.0,48.42
348,2019,1,9,6,0,13.0,59.62
349,2019,1,9,6,30,14.0,49.02
350,2019,1,9,7,0,15.0,59.39
351,2019,1,9,7,30,16.0,57.61
352,2019,1,9,8,0,17.0,52.77
353,2019,1,9,8,30,18.0,49.34
354,2019,1,9,9,0,19.0,52.4
355,2019,1,9,9,30,20.0,55.43
356,2019,1,9,10,0,21.0,74.77
357,2019,1,9,10,30,22.0,61.52
358,2019,1,9,11,0,23.0,53.33
359,2019,1,9,11,30,24.0,46.45
360,2019,1,9,12,0,25.0,50.11
361,2019,1,9,12,30,26.0,49.99
362,2019,1,9,13,0,27.0,49.64
363,2019,1,9,13,30,28.0,54.94
364,2019,1,9,14,0,29.0,59.49
365,2019,1,9,14,30,30.0,53.19
366,2019,1,9,15,0,31.0,51.38
367,2019,1,9,15,30,32.0,50.92
368,2019,1,9,16,0,33.0,57.37
369,2019,1,9,16,30,34.0,62.84
370,2019,1,9,17,0,35.0,60.56
371,2019,1,9,17,30,36.0,59.26
372,2019,1,9,18,0,37.0,56.97
373,2019,1,9,18,30,38.0,53.51
374,2019,1,9,19,0,39.0,63.66
375,2019,1,9,19,30,40.0,59.14
376,2019,1,9,20,0,41.0,58.38
377,2019,1,9,20,30,42.0,57.77
378,2019,1,9,21,0,43.0,65.47
379,2019,1,9,21,30,44.0,54.38
380,2019,1,9,22,0,45.0,50.98
381,2019,1,9,22,30,46.0,49.36
382,2019,1,9,23,0,47.0,49.86
383,2019,1,9,23,30,48.0,49.16
384,2019,1,10,0,0,1.0,53.27
385,2019,1,10,0,30,2.0,56.52
386,2019,1,10,1,0,3.0,57.09
387,2019,1,10,1,30,4.0,54.76
388,2019,1,10,2,0,5.0,58.58
389,2019,1,10,2,30,6.0,56.13
390,2019,1,10,3,0,7.0,51.42
391,2019,1,10,3,30,8.0,47.59
392,2019,1,10,4,0,9.0,49.58
393,2019,1,10,4,30,10.0,49.33
394,2019,1,10,5,0,11.0,53.51
395,2019,1,10,5,30,12.0,50.3
396,2019,1,10,6,0,13.0,71.86
397,2019,1,10,6,30,14.0,55.37
398,2019,1,10,7,0,15.0,79.69
399,2019,1,10,7,30,16.0,83.81
400,2019,1,10,8,0,17.0,83.42
401,2019,1,10,8,30,18.0,79.67
402,2019,1,10,9,0,19.0,81.6
403,2019,1,10,9,30,20.0,80.01
404,2019,1,10,10,0,21.0,89.38
405,2019,1,10,10,30,22.0,82.4
406,2019,1,10,11,0,23.0,83.73
407,2019,1,10,11,30,24.0,92.89
408,2019,1,10,12,0,25.0,84.42
409,2019,1,10,12,30,26.0,83.74
410,2019,1,10,13,0,27.0,86.23
411,2019,1,10,13,30,28.0,87.36
412,2019,1,10,14,0,29.0,82.57
413,2019,1,10,14,30,30.0,76.5
414,2019,1,10,15,0,31.0,63.93
415,2019,1,10,15,30,32.0,66.61
416,2019,1,10,16,0,33.0,58.9
417,2019,1,10,16,30,34.0,57.78
418,2019,1,10,17,0,35.0,57.59
419,2019,1,10,17,30,36.0,63.28
420,2019,1,10,18,0,37.0,62.01
421,2019,1,10,18,30,38.0,64.97
422,2019,1,10,19,0,39.0,63.24
423,2019,1,10,19,30,40.0,60.25
424,2019,1,10,20,0,41.0,61.55
425,2019,1,10,20,30,42.0,56.36
426,2019,1,10,21,0,43.0,57.35
427,2019,1,10,21,30,44.0,55.58
428,2019,1,10,22,0,45.0,55.65
429,2019,1,10,22,30,46.0,53.13
430,2019,1,10,23,0,47.0,48.21
431,2019,1,10,23,30,48.0,50.44
432,2019,1,11,0,0,1.0,45.99
433,2019,1,11,0,30,2.0,49.51
434,2019,1,11,1,0,3.0,54.39
435,2019,1,11,1,30,4.0,55.21
436,2019,1,11,2,0,5.0,52.62
437,2019,1,11,2,30,6.0,50.78
438,2019,1,11,3,0,7.0,52.18
439,2019,1,11,3,30,8.0,44.86
440,2019,1,11,4,0,9.0,46.49
441,2019,1,11,4,30,10.0,46.62
442,2019,1,11,5,0,11.0,67.46
443,2019,1,11,5,30,12.0,57.89
444,2019,1,11,6,0,13.0,65.76
445,2019,1,11,6,30,14.0,51.45
446,2019,1,11,7,0,15.0,49.09
447,2019,1,11,7,30,16.0,51.93
448,2019,1,11,8,0,17.0,42.19
449,2019,1,11,8,30,18.0,54.9
450,2019,1,11,9,0,19.0,71.8
451,2019,1,11,9,30,20.0,68.56
452,2019,1,11,10,0,21.0,72.17
453,2019,1,11,10,30,22.0,72.23
454,2019,1,11,11,0,23.0,73.05
455,2019,1,11,11,30,24.0,66.89
456,2019,1,11,12,0,25.0,64.67
457,2019,1,11,12,30,26.0,53.73
458,2019,1,11,13,0,27.0,52.31
459,2019,1,11,13,30,28.0,47.88
460,2019,1,11,14,0,29.0,53.94
461,2019,1,11,14,30,30.0,57.33
462,2019,1,11,15,0,31.0,56.04
463,2019,1,11,15,30,32.0,71.34
464,2019,1,11,16,0,33.0,53.16
465,2019,1,11,16,30,34.0,65.2
466,2019,1,11,17,0,35.0,68.11
467,2019,1,11,17,30,36.0,70.88
468,2019,1,11,18,0,37.0,69.69
469,2019,1,11,18,30,38.0,58.06
470,2019,1,11,19,0,39.0,59.21
471,2019,1,11,19,30,40.0,72.76
472,2019,1,11,20,0,41.0,65.94
473,2019,1,11,20,30,42.0,55.55
474,2019,1,11,21,0,43.0,54.36
475,2019,1,11,21,30,44.0,56.42
476,2019,1,11,22,0,45.0,55.49
477,2019,1,11,22,30,46.0,65.79
478,2019,1,11,23,0,47.0,50.39
479,2019,1,11,23,30,48.0,52.86
480,2019,1,12,0,0,1.0,56.46
481,2019,1,12,0,30,2.0,58.72
482,2019,1,12,1,0,3.0,59.57
483,2019,1,12,1,30,4.0,55.82
484,2019,1,12,2,0,5.0,45.64
485,2019,1,12,2,30,6.0,42.27
486,2019,1,12,3,0,7.0,39.59
487,2019,1,12,3,30,8.0,32.29
488,2019,1,12,4,0,9.0,33.88
489,2019,1,12,4,30,10.0,32.47
490,2019,1,12,5,0,11.0,33.47
491,2019,1,12,5,30,12.0,38.5
492,2019,1,12,6,0,13.0,53.7
493,2019,1,12,6,30,14.0,44.65
494,2019,1,12,7,0,15.0,52.14
495,2019,1,12,7,30,16.0,41.59
496,2019,1,12,8,0,17.0,49.16
497,2019,1,12,8,30,18.0,48.34
498,2019,1,12,9,0,19.0,48.35
499,2019,1,12,9,30,20.0,51.03
500,2019,1,12,10,0,21.0,55.52
501,2019,1,12,10,30,22.0,61.23
502,2019,1,12,11,0,23.0,55.28
503,2019,1,12,11,30,24.0,45.59
504,2019,1,12,12,0,25.0,50.59
505,2019,1,12,12,30,26.0,50.85
506,2019,1,12,13,0,27.0,60.09
507,2019,1,12,13,30,28.0,55.93
508,2019,1,12,14,0,29.0,51.89
509,2019,1,12,14,30,30.0,50.43
510,2019,1,12,15,0,31.0,47.29
511,2019,1,12,15,30,32.0,49.71
512,2019,1,12,16,0,33.0,51.63
513,2019,1,12,16,30,34.0,59.23
514,2019,1,12,17,0,35.0,77.66
515,2019,1,12,17,30,36.0,76.33
516,2019,1,12,18,0,37.0,67.82
517,2019,1,12,18,30,38.0,63.66
518,2019,1,12,19,0,39.0,64.04
519,2019,1,12,19,30,40.0,64.99
520,2019,1,12,20,0,41.0,59.26
521,2019,1,12,20,30,42.0,56.62
522,2019,1,12,21,0,43.0,55.87
523,2019,1,12,21,30,44.0,46.11
524,2019,1,12,22,0,45.0,50.43
525,2019,1,12,22,30,46.0,55.35
526,2019,1,12,23,0,47.0,51.75
527,2019,1,12,23,30,48.0,63.04
528,2019,1,13,0,0,1.0,19.09
529,2019,1,13,0,30,2.0,21.07
530,2019,1,13,1,0,3.0,34.03
531,2019,1,13,1,30,4.0,22.03
532,2019,1,13,2,0,5.0,12.86
533,2019,1,13,2,30,6.0,10.8
534,2019,1,13,3,0,7.0,11.14
535,2019,1,13,3,30,8.0,16.82
536,2019,1,13,4,0,9.0,13.92
537,2019,1,13,4,30,10.0,12.86
538,2019,1,13,5,0,11.0,17.61
539,2019,1,13,5,30,12.0,21.43
540,2019,1,13,6,0,13.0,24.82
541,2019,1,13,6,30,14.0,24.04
542,2019,1,13,7,0,15.0,22.99
543,2019,1,13,7,30,16.0,27.07
544,2019,1,13,8,0,17.0,32.86
545,2019,1,13,8,30,18.0,49.64
546,2019,1,13,9,0,19.0,48.08
547,2019,1,13,9,30,20.0,63.35
548,2019,1,13,10,0,21.0,60.11
549,2019,1,13,10,30,22.0,56.38
550,2019,1,13,11,0,23.0,60.42
551,2019,1,13,11,30,24.0,59.33
552,2019,1,13,12,0,25.0,62.24
553,2019,1,13,12,30,26.0,61.78
554,2019,1,13,13,0,27.0,58.48
555,2019,1,13,13,30,28.0,53.2
556,2019,1,13,14,0,29.0,50.17
557,2019,1,13,14,30,30.0,47.66
558,2019,1,13,15,0,31.0,53.24
559,2019,1,13,15,30,32.0,51.25
560,2019,1,13,16,0,33.0,47.86
561,2019,1,13,16,30,34.0,62.23
562,2019,1,13,17,0,35.0,80.09
563,2019,1,13,17,30,36.0,78.19
564,2019,1,13,18,0,37.0,73.44
565,2019,1,13,18,30,38.0,67.75
566,2019,1,13,19,0,39.0,58.29
567,2019,1,13,19,30,40.0,49.72
568,2019,1,13,20,0,41.0,54.8
569,2019,1,13,20,30,42.0,51.03
570,2019,1,13,21,0,43.0,46.72
571,2019,1,13,21,30,44.0,48.1
572,2019,1,13,22,0,45.0,49.3
573,2019,1,13,22,30,46.0,49.03
574,2019,1,13,23,0,47.0,38.24
575,2019,1,13,23,30,48.0,27.52
576,2019,1,14,0,0,1.0,46.66
577,2019,1,14,0,30,2.0,50.65
578,2019,1,14,1,0,3.0,50.76
579,2019,1,14,1,30,4.0,47.43
580,2019,1,14,2,0,5.0,31.56
581,2019,1,14,2,30,6.0,30.07
582,2019,1,14,3,0,7.0,36.94
583,2019,1,14,3,30,8.0,28.59
584,2019,1,14,4,0,9.0,30.03
585,2019,1,14,4,30,10.0,36.18
586,2019,1,14,5,0,11.0,43.24
587,2019,1,14,5,30,12.0,47.99
588,2019,1,14,6,0,13.0,60.74
589,2019,1,14,6,30,14.0,43.85
590,2019,1,14,7,0,15.0,50.26
591,2019,1,14,7,30,16.0,56.97
592,2019,1,14,8,0,17.0,60.01
593,2019,1,14,8,30,18.0,61.33
594,2019,1,14,9,0,19.0,55.63
595,2019,1,14,9,30,20.0,54.83
596,2019,1,14,10,0,21.0,55.65
597,2019,1,14,10,30,22.0,61.52
598,2019,1,14,11,0,23.0,75.1
599,2019,1,14,11,30,24.0,76.66
600,2019,1,14,12,0,25.0,73.16
601,2019,1,14,12,30,26.0,75.17
602,2019,1,14,13,0,27.0,82.61
603,2019,1,14,13,30,28.0,75.52
604,2019,1,14,14,0,29.0,72.19
605,2019,1,14,14,30,30.0,71.86
606,2019,1,14,15,0,31.0,68.72
607,2019,1,14,15,30,32.0,83.74
608,2019,1,14,16,0,33.0,79.34
609,2019,1,14,16,30,34.0,94.26
610,2019,1,14,17,0,35.0,93.82
611,2019,1,14,17,30,36.0,98.27
612,2019,1,14,18,0,37.0,81.27
613,2019,1,14,18,30,38.0,70.72
614,2019,1,14,19,0,39.0,77.3
615,2019,1,14,19,30,40.0,78.84
616,2019,1,14,20,0,41.0,62.86
617,2019,1,14,20,30,42.0,42.81
618,2019,1,14,21,0,43.0,52.01
619,2019,1,14,21,30,44.0,61.08
620,2019,1,14,22,0,45.0,63.44
621,2019,1,14,22,30,46.0,63.72
622,2019,1,14,23,0,47.0,38.03
623,2019,1,14,23,30,48.0,31.5
624,2019,1,15,0,0,1.0,50.65
625,2019,1,15,0,30,2.0,51.32
626,2019,1,15,1,0,3.0,50.1
627,2019,1,15,1,30,4.0,49.24
628,2019,1,15,2,0,5.0,48.04
629,2019,1,15,2,30,6.0,47.8
630,2019,1,15,3,0,7.0,47.98
631,2019,1,15,3,30,8.0,46.89
632,2019,1,15,4,0,9.0,45.37
633,2019,1,15,4,30,10.0,44.63
634,2019,1,15,5,0,11.0,47.43
635,2019,1,15,5,30,12.0,42.46
636,2019,1,15,6,0,13.0,56.89
637,2019,1,15,6,30,14.0,52.16
638,2019,1,15,7,0,15.0,64.42
639,2019,1,15,7,30,16.0,67.52
640,2019,1,15,8,0,17.0,60.51
641,2019,1,15,8,30,18.0,61.03
642,2019,1,15,9,0,19.0,62.36
643,2019,1,15,9,30,20.0,62.14
644,2019,1,15,10,0,21.0,61.83
645,2019,1,15,10,30,22.0,63.5
646,2019,1,15,11,0,23.0,75.13
647,2019,1,15,11,30,24.0,63.79
648,2019,1,15,12,0,25.0,57.56
649,2019,1,15,12,30,26.0,55.77
650,2019,1,15,13,0,27.0,59.52
651,2019,1,15,13,30,28.0,59.27
652,2019,1,15,14,0,29.0,56.39
653,2019,1,15,14,30,30.0,54.27
654,2019,1,15,15,0,31.0,50.8
655,2019,1,15,15,30,32.0,55.44
656,2019,1,15,16,0,33.0,54.35
657,2019,1,15,16,30,34.0,77.66
658,2019,1,15,17,0,35.0,81.36
659,2019,1,15,17,30,36.0,78.36
660,2019,1,15,18,0,37.0,69.71
661,2019,1,15,18,30,38.0,60.97
662,2019,1,15,19,0,39.0,63.4
663,2019,1,15,19,30,40.0,71.17
