,year,month,day,hour,minute,apx_da_hourly
221,2019,4,5,13,30,33.6
222,2019,4,5,14,0,34.0
223,2019,4,5,14,30,34.0
224,2019,4,5,15,0,36.04
225,2019,4,5,15,30,36.04
226,2019,4,5,16,0,46.42
227,2019,4,5,16,30,46.42
228,2019,4,5,17,0,51.42
229,2019,4,5,17,30,51.42
230,2019,4,5,18,0,52.0
231,2019,4,5,18,30,52.0
232,2019,4,5,19,0,52.0
233,2019,4,5,19,30,52.0
234,2019,4,5,20,0,40.0
235,2019,4,5,20,30,40.0
236,2019,4,5,21,0,36.8
237,2019,4,5,21,30,36.8
238,2019,4,5,22,0,37.79
239,2019,4,5,22,30,37.79
240,2019,4,5,23,0,36.06
241,2019,4,5,23,30,36.06
242,2019,4,6,0,0,37.38
243,2019,4,6,0,30,37.38
244,2019,4,6,1,0,37.85
245,2019,4,6,1,30,37.85
246,2019,4,6,2,0,42.1
247,2019,4,6,2,30,42.1
248,2019,4,6,3,0,41.6
249,2019,4,6,3,30,41.6
250,2019,4,6,4,0,45.07
251,2019,4,6,4,30,45.07
252,2019,4,6,5,0,51.28
253,2019,4,6,5,30,51.28
254,2019,4,6,6,0,38.99
255,2019,4,6,6,30,38.99
256,2019,4,6,7,0,46.0
257,2019,4,6,7,30,46.0
258,2019,4,6,8,0,55.0
259,2019,4,6,8,30,55.0
260,2019,4,6,9,0,50.0
261,2019,4,6,9,30,50.0
262,2019,4,6,10,0,50.0
263,2019,4,6,10,30,50.0
264,2019,4,6,11,0,43.5
265,2019,4,6,11,30,43.5
266,2019,4,6,12,0,38.0
267,2019,4,6,12,30,38.0
268,2019,4,6,13,0,36.4
269,2019,4,6,13,30,36.4
270,2019,4,6,14,0,36.0
271,2019,4,6,14,30,36.0
272,2019,4,6,15,0,41.99
273,2019,4,6,15,30,41.99
274,2019,4,6,16,0,54.0
275,2019,4,6,16,30,54.0
276,2019,4,6,17,0,58.19
277,2019,4,6,17,30,58.19
278,2019,4,6,18,0,60.79
279,2019,4,6,18,30,60.79
280,2019,4,6,19,0,61.5
281,2019,4,6,19,30,61.5
282,2019,4,6,20,0,49.46
283,2019,4,6,20,30,49.46
284,2019,4,6,21,0,40.3
285,2019,4,6,21,30,40.3
286,2019,4,6,22,0,50.8
287,2019,4,6,22,30,50.8
288,2019,4,6,23,0,37.6
289,2019,4,6,23,30,37.6
290,2019,4,7,0,0,41.0
291,2019,4,7,0,30,41.0
292,2019,4,7,1,0,43.97
293,2019,4,7,1,30,43.97
294,2019,4,7,2,0,43.1
295,2019,4,7,2,30,43.1
296,2019,4,7,3,0,41.9
297,2019,4,7,3,30,41.9
298,2019,4,7,4,0,40.51
299,2019,4,7,4,30,40.51
300,2019,4,7,5,0,38.32
301,2019,4,7,5,30,38.32
302,2019,4,7,6,0,43.5
303,2019,4,7,6,30,43.5
304,2019,4,7,7,0,43.61
305,2019,4,7,7,30,43.61
306,2019,4,7,8,0,54.0
307,2019,4,7,8,30,54.0
308,2019,4,7,9,0,54.3
309,2019,4,7,9,30,54.3
310,2019,4,7,10,0,54.2
311,2019,4,7,10,30,54.2
312,2019,4,7,11,0,47.0
313,2019,4,7,11,30,47.0
314,2019,4,7,12,0,41.0
315,2019,4,7,12,30,41.0
316,2019,4,7,13,0,37.43
317,2019,4,7,13,30,37.43
318,2019,4,7,14,0,39.4
319,2019,4,7,14,30,39.4
320,2019,4,7,15,0,48.0
321,2019,4,7,15,30,48.0
322,2019,4,7,16,0,57.51
323,2019,4,7,16,30,57.51
324,2019,4,7,17,0,60.4
325,2019,4,7,17,30,60.4
326,2019,4,7,18,0,64.87
327,2019,4,7,18,30,64.87
328,2019,4,7,19,0,64.0
329,2019,4,7,19,30,64.0
330,2019,4,7,20,0,45.49
331,2019,4,7,20,30,45.49
332,2019,4,7,21,0,39.79
333,2019,4,7,21,30,39.79
334,2019,4,7,22,0,38.0
335,2019,4,7,22,30,38.0
336,2019,4,7,23,0,34.92
337,2019,4,7,23,30,34.92
338,2019,4,8,0,0,33.41
339,2019,4,8,0,30,33.41
340,2019,4,8,1,0,41.03
341,2019,4,8,1,30,41.03
342,2019,4,8,2,0,39.0
343,2019,4,8,2,30,39.0
344,2019,4,8,3,0,36.89
345,2019,4,8,3,30,36.89
346,2019,4,8,4,0,48.54
347,2019,4,8,4,30,48.54
348,2019,4,8,5,0,52.37
349,2019,4,8,5,30,52.37
350,2019,4,8,6,0,52.83
351,2019,4,8,6,30,52.83
352,2019,4,8,7,0,59.45
353,2019,4,8,7,30,59.45
354,2019,4,8,8,0,62.0
355,2019,4,8,8,30,62.0
356,2019,4,8,9,0,57.0
357,2019,4,8,9,30,57.0
358,2019,4,8,10,0,51.89
359,2019,4,8,10,30,51.89
360,2019,4,8,11,0,46.0
361,2019,4,8,11,30,46.0
362,2019,4,8,12,0,40.3
363,2019,4,8,12,30,40.3
364,2019,4,8,13,0,39.27
365,2019,4,8,13,30,39.27
366,2019,4,8,14,0,39.7
367,2019,4,8,14,30,39.7
368,2019,4,8,15,0,41.3
369,2019,4,8,15,30,41.3
370,2019,4,8,16,0,54.99
371,2019,4,8,16,30,54.99
372,2019,4,8,17,0,57.54
373,2019,4,8,17,30,57.54
374,2019,4,8,18,0,58.0
375,2019,4,8,18,30,58.0
376,2019,4,8,19,0,60.1
377,2019,4,8,19,30,60.1
378,2019,4,8,20,0,41.31
379,2019,4,8,20,30,41.31
380,2019,4,8,21,0,40.0
381,2019,4,8,21,30,40.0
382,2019,4,8,22,0,42.0
383,2019,4,8,22,30,42.0
384,2019,4,8,23,0,36.44
385,2019,4,8,23,30,36.44
386,2019,4,9,0,0,36.47
387,2019,4,9,0,30,36.47
388,2019,4,9,1,0,43.92
389,2019,4,9,1,30,43.92
390,2019,4,9,2,0,39.53
391,2019,4,9,2,30,39.53
392,2019,4,9,3,0,36.48
393,2019,4,9,3,30,36.48
394,2019,4,9,4,0,41.87
395,2019,4,9,4,30,41.87
396,2019,4,9,5,0,45.87
397,2019,4,9,5,30,45.87
398,2019,4,9,6,0,46.5
399,2019,4,9,6,30,46.5
400,2019,4,9,7,0,49.96
401,2019,4,9,7,30,49.96
402,2019,4,9,8,0,57.49
403,2019,4,9,8,30,57.49
404,2019,4,9,9,0,56.2
405,2019,4,9,9,30,56.2
406,2019,4,9,10,0,50.0
407,2019,4,9,10,30,50.0
408,2019,4,9,11,0,45.6
409,2019,4,9,11,30,45.6
410,2019,4,9,12,0,39.24
411,2019,4,9,12,30,39.24
412,2019,4,9,13,0,38.83
413,2019,4,9,13,30,38.83
414,2019,4,9,14,0,39.13
415,2019,4,9,14,30,39.13
416,2019,4,9,15,0,50.0
417,2019,4,9,15,30,50.0
418,2019,4,9,16,0,60.0
419,2019,4,9,16,30,60.0
420,2019,4,9,17,0,58.0
421,2019,4,9,17,30,58.0
422,2019,4,9,18,0,58.0
423,2019,4,9,18,30,58.0
424,2019,4,9,19,0,58.2
425,2019,4,9,19,30,58.2
426,2019,4,9,20,0,48.0
427,2019,4,9,20,30,48.0
428,2019,4,9,21,0,41.0
429,2019,4,9,21,30,41.0
430,2019,4,9,22,0,41.87
431,2019,4,9,22,30,41.87
432,2019,4,9,23,0,38.31
433,2019,4,9,23,30,38.31
434,2019,4,10,0,0,39.01
435,2019,4,10,0,30,39.01
436,2019,4,10,1,0,39.8
437,2019,4,10,1,30,39.8
438,2019,4,10,2,0,42.08
439,2019,4,10,2,30,42.08
440,2019,4,10,3,0,39.6
441,2019,4,10,3,30,39.6
442,2019,4,10,4,0,45.01
443,2019,4,10,4,30,45.01
444,2019,4,10,5,0,48.27
445,2019,4,10,5,30,48.27
446,2019,4,10,6,0,51.45
447,2019,4,10,6,30,51.45
448,2019,4,10,7,0,60.9
449,2019,4,10,7,30,60.9
450,2019,4,10,8,0,58.2
451,2019,4,10,8,30,58.2
452,2019,4,10,9,0,52.0
453,2019,4,10,9,30,52.0
454,2019,4,10,10,0,46.3
455,2019,4,10,10,30,46.3
456,2019,4,10,11,0,40.49
457,2019,4,10,11,30,40.49
458,2019,4,10,12,0,39.08
459,2019,4,10,12,30,39.08
460,2019,4,10,13,0,38.98
461,2019,4,10,13,30,38.98
462,2019,4,10,14,0,40.0
463,2019,4,10,14,30,40.0
464,2019,4,10,15,0,42.62
465,2019,4,10,15,30,42.62
466,2019,4,10,16,0,55.65
467,2019,4,10,16,30,55.65
468,2019,4,10,17,0,63.0
469,2019,4,10,17,30,63.0
470,2019,4,10,18,0,65.7
471,2019,4,10,18,30,65.7
472,2019,4,10,19,0,67.0
473,2019,4,10,19,30,67.0
474,2019,4,10,20,0,56.57
475,2019,4,10,20,30,56.57
476,2019,4,10,21,0,41.0
477,2019,4,10,21,30,41.0
478,2019,4,10,22,0,44.08
479,2019,4,10,22,30,44.08
480,2019,4,10,23,0,40.0
481,2019,4,10,23,30,40.0
482,2019,4,11,0,0,39.99
483,2019,4,11,0,30,39.99
484,2019,4,11,1,0,40.99
485,2019,4,11,1,30,40.99
486,2019,4,11,2,0,41.55
487,2019,4,11,2,30,41.55
488,2019,4,11,3,0,41.14
489,2019,4,11,3,30,41.14
490,2019,4,11,4,0,44.95
491,2019,4,11,4,30,44.95
492,2019,4,11,5,0,51.3
493,2019,4,11,5,30,51.3
494,2019,4,11,6,0,61.0
495,2019,4,11,6,30,61.0
496,2019,4,11,7,0,65.0
497,2019,4,11,7,30,65.0
498,2019,4,11,8,0,62.49
499,2019,4,11,8,30,62.49
500,2019,4,11,9,0,57.8
501,2019,4,11,9,30,57.8
502,2019,4,11,10,0,49.2
503,2019,4,11,10,30,49.2
504,2019,4,11,11,0,44.75
505,2019,4,11,11,30,44.75
506,2019,4,11,12,0,42.75
507,2019,4,11,12,30,42.75
508,2019,4,11,13,0,42.0
509,2019,4,11,13,30,42.0
510,2019,4,11,14,0,42.2
511,2019,4,11,14,30,42.2
512,2019,4,11,15,0,44.6
513,2019,4,11,15,30,44.6
514,2019,4,11,16,0,62.44
515,2019,4,11,16,30,62.44
516,2019,4,11,17,0,68.0
517,2019,4,11,17,30,68.0
518,2019,4,11,18,0,71.2
519,2019,4,11,18,30,71.2
520,2019,4,11,19,0,74.1
521,2019,4,11,19,30,74.1
522,2019,4,11,20,0,60.2
523,2019,4,11,20,30,60.2
524,2019,4,11,21,0,44.13
525,2019,4,11,21,30,44.13
526,2019,4,11,22,0,45.1
527,2019,4,11,22,30,45.1
528,2019,4,11,23,0,37.6
529,2019,4,11,23,30,37.6
530,2019,4,12,0,0,37.59
531,2019,4,12,0,30,37.59
532,2019,4,12,1,0,37.6
533,2019,4,12,1,30,37.6
534,2019,4,12,2,0,37.6
535,2019,4,12,2,30,37.6
536,2019,4,12,3,0,37.4
537,2019,4,12,3,30,37.4
538,2019,4,12,4,0,43.93
539,2019,4,12,4,30,43.93
540,2019,4,12,5,0,52.38
541,2019,4,12,5,30,52.38
542,2019,4,12,6,0,58.0
543,2019,4,12,6,30,58.0
544,2019,4,12,7,0,61.6
545,2019,4,12,7,30,61.6
546,2019,4,12,8,0,58.94
547,2019,4,12,8,30,58.94
548,2019,4,12,9,0,52.73
549,2019,4,12,9,30,52.73
550,2019,4,12,10,0,50.0
551,2019,4,12,10,30,50.0
552,2019,4,12,11,0,46.4
553,2019,4,12,11,30,46.4
554,2019,4,12,12,0,40.0
555,2019,4,12,12,30,40.0
556,2019,4,12,13,0,39.0
557,2019,4,12,13,30,39.0
558,2019,4,12,14,0,39.28
559,2019,4,12,14,30,39.28
560,2019,4,12,15,0,40.2
561,2019,4,12,15,30,40.2
562,2019,4,12,16,0,49.76
563,2019,4,12,16,30,49.76
564,2019,4,12,17,0,49.0
565,2019,4,12,17,30,49.0
566,2019,4,12,18,0,52.95
567,2019,4,12,18,30,52.95
568,2019,4,12,19,0,52.61
569,2019,4,12,19,30,52.61
570,2019,4,12,20,0,49.0
571,2019,4,12,20,30,49.0
572,2019,4,12,21,0,38.47
573,2019,4,12,21,30,38.47
574,2019,4,12,22,0,50.1
575,2019,4,12,22,30,50.1
576,2019,4,12,23,0,38.63
577,2019,4,12,23,30,38.63
578,2019,4,13,0,0,37.78
579,2019,4,13,0,30,37.78
580,2019,4,13,1,0,37.93
581,2019,4,13,1,30,37.93
582,2019,4,13,2,0,40.04
583,2019,4,13,2,30,40.04
584,2019,4,13,3,0,38.1
585,2019,4,13,3,30,38.1
586,2019,4,13,4,0,40.0
587,2019,4,13,4,30,40.0
588,2019,4,13,5,0,48.0
589,2019,4,13,5,30,48.0
590,2019,4,13,6,0,51.64
591,2019,4,13,6,30,51.64
592,2019,4,13,7,0,54.99
593,2019,4,13,7,30,54.99
594,2019,4,13,8,0,56.5
595,2019,4,13,8,30,56.5
596,2019,4,13,9,0,52.56
597,2019,4,13,9,30,52.56
598,2019,4,13,10,0,42.04
599,2019,4,13,10,30,42.04
600,2019,4,13,11,0,38.43
601,2019,4,13,11,30,38.43
602,2019,4,13,12,0,36.93
603,2019,4,13,12,30,36.93
604,2019,4,13,13,0,35.97
605,2019,4,13,13,30,35.97
606,2019,4,13,14,0,35.96
607,2019,4,13,14,30,35.96
608,2019,4,13,15,0,38.46
609,2019,4,13,15,30,38.46
610,2019,4,13,16,0,46.0
611,2019,4,13,16,30,46.0
612,2019,4,13,17,0,54.0
613,2019,4,13,17,30,54.0
614,2019,4,13,18,0,56.1
615,2019,4,13,18,30,56.1
616,2019,4,13,19,0,59.98
617,2019,4,13,19,30,59.98
618,2019,4,13,20,0,51.0
619,2019,4,13,20,30,51.0
620,2019,4,13,21,0,40.29
621,2019,4,13,21,30,40.29
622,2019,4,13,22,0,49.8
623,2019,4,13,22,30,49.8
624,2019,4,13,23,0,40.2
625,2019,4,13,23,30,40.2
626,2019,4,14,0,0,39.22
627,2019,4,14,0,30,39.22
628,2019,4,14,1,0,37.95
629,2019,4,14,1,30,37.95
630,2019,4,14,2,0,37.5
631,2019,4,14,2,30,37.5
632,2019,4,14,3,0,36.08
633,2019,4,14,3,30,36.08
634,2019,4,14,4,0,33.12
635,2019,4,14,4,30,33.12
636,2019,4,14,5,0,35.0
637,2019,4,14,5,30,35.0
638,2019,4,14,6,0,43.5
639,2019,4,14,6,30,43.5
640,2019,4,14,7,0,42.0
641,2019,4,14,7,30,42.0
642,2019,4,14,8,0,40.45
643,2019,4,14,8,30,40.45
644,2019,4,14,9,0,46.01
645,2019,4,14,9,30,46.01
646,2019,4,14,10,0,45.0
647,2019,4,14,10,30,45.0
648,2019,4,14,11,0,50.0
649,2019,4,14,11,30,50.0
650,2019,4,14,12,0,43.3
651,2019,4,14,12,30,43.3
652,2019,4,14,13,0,42.6
653,2019,4,14,13,30,42.6
654,2019,4,14,14,0,45.0
655,2019,4,14,14,30,45.0
656,2019,4,14,15,0,48.0
657,2019,4,14,15,30,48.0
658,2019,4,14,16,0,54.0
659,2019,4,14,16,30,54.0
660,2019,4,14,17,0,52.86
661,2019,4,14,17,30,52.86
662,2019,4,14,18,0,58.59
663,2019,4,14,18,30,58.59
664,2019,4,14,19,0,61.92
665,2019,4,14,19,30,61.92
666,2019,4,14,20,0,53.47
667,2019,4,14,20,30,53.47
668,2019,4,14,21,0,45.21
669,2019,4,14,21,30,45.21
670,2019,4,14,22,0,48.7
671,2019,4,14,22,30,48.7
672,2019,4,14,23,0,37.83
673,2019,4,14,23,30,37.83
674,2019,4,15,0,0,36.1
675,2019,4,15,0,30,36.1
676,2019,4,15,1,0,34.49
677,2019,4,15,1,30,34.49
678,2019,4,15,2,0,33.68
679,2019,4,15,2,30,33.68
680,2019,4,15,3,0,37.77
681,2019,4,15,3,30,37.77
682,2019,4,15,4,0,44.53
683,2019,4,15,4,30,44.53
684,2019,4,15,5,0,52.1
685,2019,4,15,5,30,52.1
686,2019,4,15,6,0,54.85
687,2019,4,15,6,30,54.85
688,2019,4,15,7,0,57.05
689,2019,4,15,7,30,57.05
690,2019,4,15,8,0,54.32
691,2019,4,15,8,30,54.32
692,2019,4,15,9,0,46.0
693,2019,4,15,9,30,46.0
694,2019,4,15,10,0,43.07
695,2019,4,15,10,30,43.07
696,2019,4,15,11,0,40.4
697,2019,4,15,11,30,40.4
698,2019,4,15,12,0,35.94
699,2019,4,15,12,30,35.94
700,2019,4,15,13,0,33.03
701,2019,4,15,13,30,33.03
702,2019,4,15,14,0,32.5
703,2019,4,15,14,30,32.5
704,2019,4,15,15,0,42.5
705,2019,4,15,15,30,42.5
706,2019,4,15,16,0,43.8
707,2019,4,15,16,30,43.8
708,2019,4,15,17,0,50.0
709,2019,4,15,17,30,50.0
710,2019,4,15,18,0,56.09
711,2019,4,15,18,30,56.09
712,2019,4,15,19,0,60.0
713,2019,4,15,19,30,60.0
714,2019,4,15,20,0,54.7
715,2019,4,15,20,30,54.7
716,2019,4,15,21,0,45.1
717,2019,4,15,21,30,45.1
718,2019,4,15,22,0,36.06
719,2019,4,15,22,30,36.06
720,2019,4,15,23,0,31.76
721,2019,4,15,23,30,31.76
722,2019,4,16,0,0,32.66
723,2019,4,16,0,30,32.66
724,2019,4,16,1,0,39.65
725,2019,4,16,1,30,39.65
726,2019,4,16,2,0,42.0
727,2019,4,16,2,30,42.0
728,2019,4,16,3,0,42.4
729,2019,4,16,3,30,42.4
730,2019,4,16,4,0,47.93
731,2019,4,16,4,30,47.93
732,2019,4,16,5,0,52.35
733,2019,4,16,5,30,52.35
734,2019,4,16,6,0,46.27
735,2019,4,16,6,30,46.27
736,2019,4,16,7,0,47.79
737,2019,4,16,7,30,47.79
738,2019,4,16,8,0,53.0
739,2019,4,16,8,30,53.0
740,2019,4,16,9,0,50.01
741,2019,4,16,9,30,50.01
742,2019,4,16,10,0,50.94
743,2019,4,16,10,30,50.94
744,2019,4,16,11,0,46.0
745,2019,4,16,11,30,46.0
746,2019,4,16,12,0,41.95
747,2019,4,16,12,30,41.95
748,2019,4,16,13,0,39.2
749,2019,4,16,13,30,39.2
750,2019,4,16,14,0,40.0
751,2019,4,16,14,30,40.0
752,2019,4,16,15,0,50.9
753,2019,4,16,15,30,50.9
754,2019,4,16,16,0,58.0
755,2019,4,16,16,30,58.0
756,2019,4,16,17,0,55.18
757,2019,4,16,17,30,55.18
758,2019,4,16,18,0,55.0
759,2019,4,16,18,30,55.0
760,2019,4,16,19,0,57.5
761,2019,4,16,19,30,57.5
762,2019,4,16,20,0,47.77
763,2019,4,16,20,30,47.77
764,2019,4,16,21,0,42.1
765,2019,4,16,21,30,42.1
766,2019,4,16,22,0,41.48
767,2019,4,16,22,30,41.48
768,2019,4,16,23,0,38.32
769,2019,4,16,23,30,38.32
770,2019,4,17,0,0,38.45
771,2019,4,17,0,30,38.45
772,2019,4,17,1,0,38.91
773,2019,4,17,1,30,38.91
774,2019,4,17,2,0,38.57
775,2019,4,17,2,30,38.57
776,2019,4,17,3,0,38.49
777,2019,4,17,3,30,38.49
778,2019,4,17,4,0,41.39
779,2019,4,17,4,30,41.39
780,2019,4,17,5,0,44.87
781,2019,4,17,5,30,44.87
782,2019,4,17,6,0,54.98
783,2019,4,17,6,30,54.98
784,2019,4,17,7,0,58.0
785,2019,4,17,7,30,58.0
786,2019,4,17,8,0,55.9
787,2019,4,17,8,30,55.9
788,2019,4,17,9,0,49.0
789,2019,4,17,9,30,49.0
790,2019,4,17,10,0,40.39
791,2019,4,17,10,30,40.39
792,2019,4,17,11,0,38.8
793,2019,4,17,11,30,38.8
794,2019,4,17,12,0,37.48
795,2019,4,17,12,30,37.48
796,2019,4,17,13,0,37.28
797,2019,4,17,13,30,37.28
798,2019,4,17,14,0,37.03
799,2019,4,17,14,30,37.03
800,2019,4,17,15,0,39.06
801,2019,4,17,15,30,39.06
802,2019,4,17,16,0,48.73
803,2019,4,17,16,30,48.73
804,2019,4,17,17,0,50.95
805,2019,4,17,17,30,50.95
806,2019,4,17,18,0,55.95
807,2019,4,17,18,30,55.95
808,2019,4,17,19,0,55.94
809,2019,4,17,19,30,55.94
810,2019,4,17,20,0,41.21
811,2019,4,17,20,30,41.21
812,2019,4,17,21,0,37.2
813,2019,4,17,21,30,37.2
814,2019,4,17,22,0,41.3
815,2019,4,17,22,30,41.3
816,2019,4,17,23,0,37.97
817,2019,4,17,23,30,37.97
818,2019,4,18,0,0,37.15
819,2019,4,18,0,30,37.15
